Sexo;Edad;Provincias;Periodo;Total
Ambos sexos;Total;15 Coruña, A;1 de enero de 2010;1.138.106,549940
Ambos sexos;Total;15 Coruña, A;1 de enero de 2009;1.135.286,546405
Ambos sexos;Total;15 Coruña, A;1 de enero de 2008;1.128.599,486105
Ambos sexos;Total;15 Coruña, A;1 de enero de 2007;1.121.347,018258
Ambos sexos;Total;15 Coruña, A;1 de enero de 2006;1.115.415,293224
Ambos sexos;Total;15 Coruña, A;1 de enero de 2005;1.109.954,815532
Ambos sexos;Total;15 Coruña, A;1 de enero de 2004;1.104.698,562918
Ambos sexos;Total;15 Coruña, A;1 de enero de 2003;1.100.953,585618
Ambos sexos;Total;16 Cuenca;1 de enero de 2022;198.796,955652
Ambos sexos;Total;16 Cuenca;1 de enero de 2021;199.003,507496
Ambos sexos;Total;16 Cuenca;1 de enero de 2020;199.833,736042
Ambos sexos;Total;16 Cuenca;1 de enero de 2019;199.628,185770
Ambos sexos;Total;16 Cuenca;1 de enero de 2018;200.596,423633
Ambos sexos;Total;16 Cuenca;1 de enero de 2017;202.037,180309
Ambos sexos;Total;16 Cuenca;1 de enero de 2016;204.000,085781
Ambos sexos;Total;16 Cuenca;1 de enero de 2015;206.593,528916
Ambos sexos;Total;16 Cuenca;1 de enero de 2014;208.662,602757
Ambos sexos;Total;16 Cuenca;1 de enero de 2013;211.795,937925
Ambos sexos;Total;16 Cuenca;1 de enero de 2012;214.751,677312
Ambos sexos;Total;16 Cuenca;1 de enero de 2011;216.377,426999
Ambos sexos;Total;16 Cuenca;1 de enero de 2010;216.608,839198
Ambos sexos;Total;16 Cuenca;1 de enero de 2009;216.435,110877
Ambos sexos;Total;16 Cuenca;1 de enero de 2008;214.902,738826
Ambos sexos;Total;16 Cuenca;1 de enero de 2007;211.114,025975
Ambos sexos;Total;16 Cuenca;1 de enero de 2006;208.119,773436
Ambos sexos;Total;16 Cuenca;1 de enero de 2005;205.785,555357
Ambos sexos;Total;16 Cuenca;1 de enero de 2004;203.133,377197
Ambos sexos;Total;16 Cuenca;1 de enero de 2003;201.189,114886
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2022;713.438,591778
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2021;716.279,268006
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2020;716.552,092745
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2019;713.007,016147
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2018;710.281,083430
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2017;708.979,160151
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2016;707.892,143005
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2015;707.316,032405
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2014;706.985,926727
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2013;708.207,276335
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2012;708.420,967897
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2011;707.257,676167
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2010;705.977,091136
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2009;704.172,858717
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2008;699.398,206713
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2007;693.438,809434
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2006;688.422,571634
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2005;684.268,990435
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2004;680.750,352537
Ambos sexos;Total;20 Gipuzkoa;1 de enero de 2003;676.778,199708
Ambos sexos;Total;17 Girona;1 de enero de 2022;776.930,990585
Ambos sexos;Total;17 Girona;1 de enero de 2021;773.765,999299
Ambos sexos;Total;17 Girona;1 de enero de 2020;767.294,111472
Ambos sexos;Total;17 Girona;1 de enero de 2019;757.496,704307
Ambos sexos;Total;17 Girona;1 de enero de 2018;749.656,301895
Ambos sexos;Total;17 Girona;1 de enero de 2017;745.244,398046
Ambos sexos;Total;17 Girona;1 de enero de 2016;741.607,832732
Ambos sexos;Total;17 Girona;1 de enero de 2015;740.372,883638
Ambos sexos;Total;17 Girona;1 de enero de 2014;743.123,772378
Ambos sexos;Total;17 Girona;1 de enero de 2013;749.190,618529
Ambos sexos;Total;17 Girona;1 de enero de 2012;751.599,424422
Ambos sexos;Total;17 Girona;1 de enero de 2011;747.035,761451
Ambos sexos;Total;17 Girona;1 de enero de 2010;741.840,855499
Ambos sexos;Total;17 Girona;1 de enero de 2009;735.856,096615
Ambos sexos;Total;17 Girona;1 de enero de 2008;719.747,249116
Ambos sexos;Total;17 Girona;1 de enero de 2007;694.222,382622
Ambos sexos;Total;17 Girona;1 de enero de 2006;668.911,010436
Ambos sexos;Total;17 Girona;1 de enero de 2005;645.159,993172
Ambos sexos;Total;17 Girona;1 de enero de 2004;618.290,539217
Ambos sexos;Total;17 Girona;1 de enero de 2003;593.086,524369
Ambos sexos;Total;18 Granada;1 de enero de 2022;929.955,424288
Ambos sexos;Total;18 Granada;1 de enero de 2021;928.380,860021
Ambos sexos;Total;18 Granada;1 de enero de 2020;925.159,803898
Ambos sexos;Total;18 Granada;1 de enero de 2019;919.699,907541
Ambos sexos;Total;18 Granada;1 de enero de 2018;917.444,759504
Ambos sexos;Total;18 Granada;1 de enero de 2017;917.038,696720
Ambos sexos;Total;18 Granada;1 de enero de 2016;917.493,598592
Ambos sexos;Total;18 Granada;1 de enero de 2015;919.138,839470
Ambos sexos;Total;18 Granada;1 de enero de 2014;920.484,310239
Ambos sexos;Total;18 Granada;1 de enero de 2013;922.137,651158
Ambos sexos;Total;18 Granada;1 de enero de 2012;922.460,132280
Ambos sexos;Total;18 Granada;1 de enero de 2011;919.884,733027
Ambos sexos;Total;18 Granada;1 de enero de 2010;915.316,569876
Ambos sexos;Total;18 Granada;1 de enero de 2009;909.111,898558
Ambos sexos;Total;18 Granada;1 de enero de 2008;900.259,869976
Ambos sexos;Total;18 Granada;1 de enero de 2007;885.032,350081
Ambos sexos;Total;18 Granada;1 de enero de 2006;871.597,189384
Ambos sexos;Total;18 Granada;1 de enero de 2005;856.428,511229
Ambos sexos;Total;18 Granada;1 de enero de 2004;842.810,484510
Ambos sexos;Total;18 Granada;1 de enero de 2003;831.319,717784
Ambos sexos;Total;19 Guadalajara;1 de enero de 2022;266.401,366335
Ambos sexos;Total;19 Guadalajara;1 de enero de 2021;265.041,618548
Ambos sexos;Total;19 Guadalajara;1 de enero de 2020;262.409,481475
Ambos sexos;Total;19 Guadalajara;1 de enero de 2019;258.889,894327
Ambos sexos;Total;19 Guadalajara;1 de enero de 2018;256.029,270009
Ambos sexos;Total;19 Guadalajara;1 de enero de 2017;255.331,829341
Ambos sexos;Total;19 Guadalajara;1 de enero de 2016;254.280,237712
Ambos sexos;Total;19 Guadalajara;1 de enero de 2015;254.558,171775
Ambos sexos;Total;19 Guadalajara;1 de enero de 2014;255.239,773522
Ambos sexos;Total;19 Guadalajara;1 de enero de 2013;257.100,621605
Ambos sexos;Total;19 Guadalajara;1 de enero de 2012;257.730,923757
Ambos sexos;Total;19 Guadalajara;1 de enero de 2011;254.655,964800
Ambos sexos;Total;19 Guadalajara;1 de enero de 2010;250.530,693477
Ambos sexos;Total;19 Guadalajara;1 de enero de 2009;245.403,288217
Ambos sexos;Total;19 Guadalajara;1 de enero de 2008;237.361,492800
Ambos sexos;Total;19 Guadalajara;1 de enero de 2007;225.057,572982
Ambos sexos;Total;19 Guadalajara;1 de enero de 2006;213.165,960427
Ambos sexos;Total;19 Guadalajara;1 de enero de 2005;202.525,360486
Ambos sexos;Total;19 Guadalajara;1 de enero de 2004;193.138,930467
Ambos sexos;Total;19 Guadalajara;1 de enero de 2003;183.879,244959
Ambos sexos;Total;21 Huelva;1 de enero de 2022;532.939,803650
Ambos sexos;Total;21 Huelva;1 de enero de 2021;530.421,574337
Ambos sexos;Total;21 Huelva;1 de enero de 2020;528.177,255966
Ambos sexos;Total;21 Huelva;1 de enero de 2019;524.576,431076
Ambos sexos;Total;21 Huelva;1 de enero de 2018;522.483,608437
Ambos sexos;Total;21 Huelva;1 de enero de 2017;521.109,962175
Ambos sexos;Total;21 Huelva;1 de enero de 2016;521.648,475940
Ambos sexos;Total;21 Huelva;1 de enero de 2015;522.136,017530
Ambos sexos;Total;21 Huelva;1 de enero de 2014;521.428,237617
Ambos sexos;Total;21 Huelva;1 de enero de 2013;520.948,139720
Ambos sexos;Total;21 Huelva;1 de enero de 2012;519.979,885164
Ambos sexos;Total;21 Huelva;1 de enero de 2011;517.889,603833
Ambos sexos;Total;21 Huelva;1 de enero de 2010;514.629,390015
Ambos sexos;Total;21 Huelva;1 de enero de 2009;510.277,802813
Ambos sexos;Total;21 Huelva;1 de enero de 2008;505.036,591483
Ambos sexos;Total;21 Huelva;1 de enero de 2007;495.170,878006
Ambos sexos;Total;21 Huelva;1 de enero de 2006;488.527,693043
Ambos sexos;Total;21 Huelva;1 de enero de 2005;479.910,429863
Ambos sexos;Total;21 Huelva;1 de enero de 2004;473.451,774200
Ambos sexos;Total;21 Huelva;1 de enero de 2003;468.682,317029
Ambos sexos;Total;22 Huesca;1 de enero de 2022;222.236,031783
Ambos sexos;Total;22 Huesca;1 de enero de 2021;221.406,994349
Ambos sexos;Total;22 Huesca;1 de enero de 2020;220.606,991514
Ambos sexos;Total;22 Huesca;1 de enero de 2019;219.239,206769
Ambos sexos;Total;22 Huesca;1 de enero de 2018;219.174,314641
Ambos sexos;Total;22 Huesca;1 de enero de 2017;219.669,466788
Ambos sexos;Total;22 Huesca;1 de enero de 2016;220.587,703601
Ambos sexos;Total;22 Huesca;1 de enero de 2015;222.084,021700
Ambos sexos;Total;22 Huesca;1 de enero de 2014;223.357,926217
Ambos sexos;Total;22 Huesca;1 de enero de 2013;224.687,757935
Ambos sexos;Total;22 Huesca;1 de enero de 2012;225.821,158942
Ambos sexos;Total;22 Huesca;1 de enero de 2011;226.595,701290
Ambos sexos;Total;22 Huesca;1 de enero de 2010;226.789,920393
Ambos sexos;Total;22 Huesca;1 de enero de 2009;226.768,611905
Ambos sexos;Total;22 Huesca;1 de enero de 2008;224.407,111751
Ambos sexos;Total;22 Huesca;1 de enero de 2007;220.089,945869
Ambos sexos;Total;22 Huesca;1 de enero de 2006;217.246,675216
Ambos sexos;Total;22 Huesca;1 de enero de 2005;214.552,215245
Ambos sexos;Total;22 Huesca;1 de enero de 2004;211.742,619292
Ambos sexos;Total;22 Huesca;1 de enero de 2003;209.448,844388
Ambos sexos;Total;23 Jaén;1 de enero de 2022;622.673,284821
Ambos sexos;Total;23 Jaén;1 de enero de 2021;625.830,978530
Ambos sexos;Total;23 Jaén;1 de enero de 2020;629.035,686721
Ambos sexos;Total;23 Jaén;1 de enero de 2019;632.027,340407
Ambos sexos;Total;23 Jaén;1 de enero de 2018;636.585,852934
Ambos sexos;Total;23 Jaén;1 de enero de 2017;641.816,399692
Ambos sexos;Total;23 Jaén;1 de enero de 2016;646.500,142047
Ambos sexos;Total;23 Jaén;1 de enero de 2015;652.131,805958
Ambos sexos;Total;23 Jaén;1 de enero de 2014;656.131,502861
Ambos sexos;Total;23 Jaén;1 de enero de 2013;661.715,504867
Ambos sexos;Total;23 Jaén;1 de enero de 2012;667.260,092239
Ambos sexos;Total;23 Jaén;1 de enero de 2011;667.059,284510
Ambos sexos;Total;23 Jaén;1 de enero de 2010;666.362,936921
Ambos sexos;Total;23 Jaén;1 de enero de 2009;665.200,793838
Ambos sexos;Total;23 Jaén;1 de enero de 2008;663.528,124666
Ambos sexos;Total;23 Jaén;1 de enero de 2007;659.840,159294
Ambos sexos;Total;23 Jaén;1 de enero de 2006;656.526,200680
Ambos sexos;Total;23 Jaén;1 de enero de 2005;653.778,927648
Ambos sexos;Total;23 Jaén;1 de enero de 2004;649.924,434699
Ambos sexos;Total;23 Jaén;1 de enero de 2003;646.844,152489
Ambos sexos;Total;24 León;1 de enero de 2022;452.186,535366
Ambos sexos;Total;24 León;1 de enero de 2021;455.098,036620
Ambos sexos;Total;24 León;1 de enero de 2020;459.236,251771
Ambos sexos;Total;24 León;1 de enero de 2019;462.495,523117
Ambos sexos;Total;24 León;1 de enero de 2018;466.108,489428
Ambos sexos;Total;24 León;1 de enero de 2017;470.326,532282
Ambos sexos;Total;24 León;1 de enero de 2016;474.895,655660
Ambos sexos;Total;24 León;1 de enero de 2015;480.331,004249
Ambos sexos;Total;24 León;1 de enero de 2014;484.531,861145
Ambos sexos;Total;24 León;1 de enero de 2013;489.238,782674
Ambos sexos;Total;24 León;1 de enero de 2012;492.822,958572
Ambos sexos;Total;24 León;1 de enero de 2011;494.210,622727
Ambos sexos;Total;24 León;1 de enero de 2010;494.822,640047
Ambos sexos;Total;24 León;1 de enero de 2009;495.040,868797
Ambos sexos;Total;24 León;1 de enero de 2008;493.937,771234
Ambos sexos;Total;24 León;1 de enero de 2007;491.130,283288
Ambos sexos;Total;24 León;1 de enero de 2006;488.534,004737
Ambos sexos;Total;24 León;1 de enero de 2005;487.439,587574
Ambos sexos;Total;24 León;1 de enero de 2004;487.072,591550
Ambos sexos;Total;24 León;1 de enero de 2003;487.392,705627
Ambos sexos;Total;25 Lleida;1 de enero de 2022;437.112,951001
Ambos sexos;Total;25 Lleida;1 de enero de 2021;436.729,800907
Ambos sexos;Total;25 Lleida;1 de enero de 2020;435.562,881316
Ambos sexos;Total;25 Lleida;1 de enero de 2019;431.183,018316
Ambos sexos;Total;25 Lleida;1 de enero de 2018;429.211,840087
Ambos sexos;Total;25 Lleida;1 de enero de 2017;428.892,860817
Ambos sexos;Total;25 Lleida;1 de enero de 2016;429.108,392674
Ambos sexos;Total;25 Lleida;1 de enero de 2015;430.660,602000
Ambos sexos;Total;25 Lleida;1 de enero de 2014;432.168,743140
Ambos sexos;Total;25 Lleida;1 de enero de 2013;435.846,637616
Ambos sexos;Total;25 Lleida;1 de enero de 2012;438.212,723442
Ambos sexos;Total;25 Lleida;1 de enero de 2011;436.689,095581
Ambos sexos;Total;25 Lleida;1 de enero de 2010;434.178,747638
Ambos sexos;Total;25 Lleida;1 de enero de 2009;431.408,867929
Ambos sexos;Total;25 Lleida;1 de enero de 2008;423.484,396178
Ambos sexos;Total;25 Lleida;1 de enero de 2007;411.140,638921
Ambos sexos;Total;25 Lleida;1 de enero de 2006;401.661,474970
Ambos sexos;Total;25 Lleida;1 de enero de 2005;392.920,814710
Ambos sexos;Total;25 Lleida;1 de enero de 2004;380.554,435009
Ambos sexos;Total;25 Lleida;1 de enero de 2003;371.136,866151
Ambos sexos;Total;27 Lugo;1 de enero de 2022;324.399,657369
Ambos sexos;Total;27 Lugo;1 de enero de 2021;326.537,134605
Ambos sexos;Total;27 Lugo;1 de enero de 2020;328.168,758617
Ambos sexos;Total;27 Lugo;1 de enero de 2019;329.586,584666
Ambos sexos;Total;27 Lugo;1 de enero de 2018;331.492,163491
Ambos sexos;Total;27 Lugo;1 de enero de 2017;333.592,961312
Ambos sexos;Total;27 Lugo;1 de enero de 2016;336.136,020717
Ambos sexos;Total;27 Lugo;1 de enero de 2015;338.920,749396
Ambos sexos;Total;27 Lugo;1 de enero de 2014;341.822,335397
Ambos sexos;Total;27 Lugo;1 de enero de 2013;344.845,189745
Ambos sexos;Total;27 Lugo;1 de enero de 2012;347.628,720510
Ambos sexos;Total;27 Lugo;1 de enero de 2011;349.525,173139
Ambos sexos;Total;27 Lugo;1 de enero de 2010;350.999,729286
Ambos sexos;Total;27 Lugo;1 de enero de 2009;352.322,174233
Ambos sexos;Total;27 Lugo;1 de enero de 2008;352.633,327403
Ambos sexos;Total;27 Lugo;1 de enero de 2007;352.246,757566
Ambos sexos;Total;27 Lugo;1 de enero de 2006;352.624,263928
Ambos sexos;Total;27 Lugo;1 de enero de 2005;353.357,129386
Ambos sexos;Total;27 Lugo;1 de enero de 2004;354.345,042486
Ambos sexos;Total;27 Lugo;1 de enero de 2003;355.701,730503
Ambos sexos;Total;28 Madrid;1 de enero de 2022;6.769.372,927730
Ambos sexos;Total;28 Madrid;1 de enero de 2021;6.755.827,858510
Ambos sexos;Total;28 Madrid;1 de enero de 2020;6.747.068,164513
Ambos sexos;Total;28 Madrid;1 de enero de 2019;6.641.648,394891
Ambos sexos;Total;28 Madrid;1 de enero de 2018;6.549.519,399462
Ambos sexos;Total;28 Madrid;1 de enero de 2017;6.476.705,372825
Ambos sexos;Total;28 Madrid;1 de enero de 2016;6.424.275,491714
Ambos sexos;Total;28 Madrid;1 de enero de 2015;6.385.297,652664
Ambos sexos;Total;28 Madrid;1 de enero de 2014;6.378.297,307654
Ambos sexos;Total;28 Madrid;1 de enero de 2013;6.414.708,714806
Ambos sexos;Total;28 Madrid;1 de enero de 2012;6.425.573,351874
Ambos sexos;Total;28 Madrid;1 de enero de 2011;6.394.239,240063
Ambos sexos;Total;28 Madrid;1 de enero de 2010;6.373.532,170892
Ambos sexos;Total;28 Madrid;1 de enero de 2009;6.327.594,000414
Ambos sexos;Total;28 Madrid;1 de enero de 2008;6.226.194,699441
Ambos sexos;Total;28 Madrid;1 de enero de 2007;6.074.983,702747
Ambos sexos;Total;28 Madrid;1 de enero de 2006;5.953.603,997760
Ambos sexos;Total;28 Madrid;1 de enero de 2005;5.866.186,450933
Ambos sexos;Total;28 Madrid;1 de enero de 2004;5.766.566,270144
Ambos sexos;Total;28 Madrid;1 de enero de 2003;5.638.827,306648
Ambos sexos;Total;29 Málaga;1 de enero de 2022;1.711.829,261952
Ambos sexos;Total;29 Málaga;1 de enero de 2021;1.696.463,024440
Ambos sexos;Total;29 Málaga;1 de enero de 2020;1.683.504,922627
Ambos sexos;Total;29 Málaga;1 de enero de 2019;1.660.984,372293
Ambos sexos;Total;29 Málaga;1 de enero de 2018;1.651.505,982808
Ambos sexos;Total;29 Málaga;1 de enero de 2017;1.646.713,937810
Ambos sexos;Total;29 Málaga;1 de enero de 2016;1.640.572,115288
Ambos sexos;Total;29 Málaga;1 de enero de 2015;1.631.357,280106
Ambos sexos;Total;29 Málaga;1 de enero de 2014;1.619.713,611160
Ambos sexos;Total;29 Málaga;1 de enero de 2013;1.611.983,050356
Ambos sexos;Total;29 Málaga;1 de enero de 2012;1.598.137,344060
Ambos sexos;Total;29 Málaga;1 de enero de 2011;1.581.343,325939
Ambos sexos;Total;29 Málaga;1 de enero de 2010;1.566.666,854622
Ambos sexos;Total;29 Málaga;1 de enero de 2009;1.552.894,025676
Ambos sexos;Total;29 Málaga;1 de enero de 2008;1.529.003,156454
Ambos sexos;Total;29 Málaga;1 de enero de 2007;1.491.783,868105
Ambos sexos;Total;29 Málaga;1 de enero de 2006;1.456.083,240350
Ambos sexos;Total;29 Málaga;1 de enero de 2005;1.415.712,893856
Ambos sexos;Total;29 Málaga;1 de enero de 2004;1.373.759,741149
Ambos sexos;Total;29 Málaga;1 de enero de 2003;1.338.402,152793
Ambos sexos;Total;30 Murcia;1 de enero de 2022;1.522.516,131694
Ambos sexos;Total;30 Murcia;1 de enero de 2021;1.513.076,130197
Ambos sexos;Total;30 Murcia;1 de enero de 2020;1.504.869,356145
Ambos sexos;Total;30 Murcia;1 de enero de 2019;1.487.663,122956
Ambos sexos;Total;30 Murcia;1 de enero de 2018;1.475.568,843417
Ambos sexos;Total;30 Murcia;1 de enero de 2017;1.472.976,802924
Ambos sexos;Total;30 Murcia;1 de enero de 2016;1.466.473,703014
Ambos sexos;Total;30 Murcia;1 de enero de 2015;1.463.773,131670
Ambos sexos;Total;30 Murcia;1 de enero de 2014;1.461.803,069803
Ambos sexos;Total;30 Murcia;1 de enero de 2013;1.461.986,683909
Ambos sexos;Total;30 Murcia;1 de enero de 2012;1.461.928,142327
Ambos sexos;Total;30 Murcia;1 de enero de 2011;1.459.076,209493
Ambos sexos;Total;30 Murcia;1 de enero de 2010;1.453.544,553730
Ambos sexos;Total;30 Murcia;1 de enero de 2009;1.441.783,011046
Ambos sexos;Total;30 Murcia;1 de enero de 2008;1.419.567,301489
Ambos sexos;Total;30 Murcia;1 de enero de 2007;1.385.715,476535
Ambos sexos;Total;30 Murcia;1 de enero de 2006;1.351.108,679180
Ambos sexos;Total;30 Murcia;1 de enero de 2005;1.313.496,220611
Ambos sexos;Total;30 Murcia;1 de enero de 2004;1.276.812,262183
Ambos sexos;Total;30 Murcia;1 de enero de 2003;1.242.632,375326
Ambos sexos;Total;31 Navarra;1 de enero de 2022;659.154,734351
Ambos sexos;Total;31 Navarra;1 de enero de 2021;657.654,125068
Ambos sexos;Total;31 Navarra;1 de enero de 2020;656.508,652011
Ambos sexos;Total;31 Navarra;1 de enero de 2019;649.946,066567
Ambos sexos;Total;31 Navarra;1 de enero de 2018;643.866,396074
Ambos sexos;Total;31 Navarra;1 de enero de 2017;640.336,559579
Ambos sexos;Total;31 Navarra;1 de enero de 2016;637.485,616917
Ambos sexos;Total;31 Navarra;1 de enero de 2015;636.402,022307
Ambos sexos;Total;31 Navarra;1 de enero de 2014;636.449,732442
Ambos sexos;Total;31 Navarra;1 de enero de 2013;638.948,762553
Ambos sexos;Total;31 Navarra;1 de enero de 2012;640.023,424568
Ambos sexos;Total;31 Navarra;1 de enero de 2011;637.098,740913
Ambos sexos;Total;31 Navarra;1 de enero de 2010;633.017,070248
Ambos sexos;Total;31 Navarra;1 de enero de 2009;627.275,523927
Ambos sexos;Total;31 Navarra;1 de enero de 2008;616.711,036428
Ambos sexos;Total;31 Navarra;1 de enero de 2007;602.830,648061
Ambos sexos;Total;31 Navarra;1 de enero de 2006;592.145,795994
Ambos sexos;Total;31 Navarra;1 de enero de 2005;584.367,351408
Ambos sexos;Total;31 Navarra;1 de enero de 2004;576.345,745873
Ambos sexos;Total;31 Navarra;1 de enero de 2003;567.888,429499
Ambos sexos;Total;32 Ourense;1 de enero de 2022;304.041,347791
Ambos sexos;Total;32 Ourense;1 de enero de 2021;305.151,090277
Ambos sexos;Total;32 Ourense;1 de enero de 2020;306.872,198588
Ambos sexos;Total;32 Ourense;1 de enero de 2019;307.840,980487
Ambos sexos;Total;32 Ourense;1 de enero de 2018;309.313,636644
Ambos sexos;Total;32 Ourense;1 de enero de 2017;311.561,856717
Ambos sexos;Total;32 Ourense;1 de enero de 2016;314.662,665999
Ambos sexos;Total;32 Ourense;1 de enero de 2015;318.739,205277
Ambos sexos;Total;32 Ourense;1 de enero de 2014;321.801,008836
Ambos sexos;Total;32 Ourense;1 de enero de 2013;325.388,716293
Ambos sexos;Total;32 Ourense;1 de enero de 2012;328.187,536737
Ambos sexos;Total;32 Ourense;1 de enero de 2011;330.018,801148
Ambos sexos;Total;32 Ourense;1 de enero de 2010;331.649,391506
Ambos sexos;Total;32 Ourense;1 de enero de 2009;332.162,560191
Ambos sexos;Total;32 Ourense;1 de enero de 2008;332.808,449898
Ambos sexos;Total;32 Ourense;1 de enero de 2007;333.549,394632
Ambos sexos;Total;32 Ourense;1 de enero de 2006;334.127,290189
Ambos sexos;Total;32 Ourense;1 de enero de 2005;335.062,594357
Ambos sexos;Total;32 Ourense;1 de enero de 2004;336.018,300399
Ambos sexos;Total;32 Ourense;1 de enero de 2003;337.302,397602
Ambos sexos;Total;34 Palencia;1 de enero de 2022;157.337,128717
Ambos sexos;Total;34 Palencia;1 de enero de 2021;158.548,771431
Ambos sexos;Total;34 Palencia;1 de enero de 2020;159.906,409461
Ambos sexos;Total;34 Palencia;1 de enero de 2019;160.701,295510
Ambos sexos;Total;34 Palencia;1 de enero de 2018;161.794,611420
Ambos sexos;Total;34 Palencia;1 de enero de 2017;163.006,684935
Ambos sexos;Total;34 Palencia;1 de enero de 2016;164.248,665368
Ambos sexos;Total;34 Palencia;1 de enero de 2015;165.806,346960
Ambos sexos;Total;34 Palencia;1 de enero de 2014;167.300,700416
Ambos sexos;Total;34 Palencia;1 de enero de 2013;168.749,337914
Ambos sexos;Total;34 Palencia;1 de enero de 2012;170.301,133079
Ambos sexos;Total;34 Palencia;1 de enero de 2011;171.304,840111
Ambos sexos;Total;34 Palencia;1 de enero de 2010;171.893,850069
Ambos sexos;Total;34 Palencia;1 de enero de 2009;172.665,237873
Ambos sexos;Total;34 Palencia;1 de enero de 2008;172.709,116086
Ambos sexos;Total;34 Palencia;1 de enero de 2007;172.566,353135
Ambos sexos;Total;34 Palencia;1 de enero de 2006;172.438,421678
Ambos sexos;Total;34 Palencia;1 de enero de 2005;172.377,202820
Ambos sexos;Total;34 Palencia;1 de enero de 2004;172.691,681079
Ambos sexos;Total;34 Palencia;1 de enero de 2003;173.246,047145
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2022;1.153.559,264708
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2021;1.152.023,173083
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2020;1.151.177,656249
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2019;1.139.383,481015
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2018;1.126.896,283125
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2017;1.119.150,450154
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2016;1.110.884,199650
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2015;1.106.236,471621
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2014;1.100.713,802908
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2013;1.098.235,149324
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2012;1.089.050,711942
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2011;1.077.086,647983
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2010;1.066.491,297968
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2009;1.056.360,657945
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2008;1.040.109,626808
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2007;1.016.209,024867
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2006;991.821,881584
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2005;967.922,313090
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2004;943.645,917256
Ambos sexos;Total;35 Palmas, Las;1 de enero de 2003;919.569,938524
Ambos sexos;Total;36 Pontevedra;1 de enero de 2022;942.893,822270
Ambos sexos;Total;36 Pontevedra;1 de enero de 2021;943.429,845680
Ambos sexos;Total;36 Pontevedra;1 de enero de 2020;944.000,931524
Ambos sexos;Total;36 Pontevedra;1 de enero de 2019;941.007,139300
Ambos sexos;Total;36 Pontevedra;1 de enero de 2018;940.926,078429
Ambos sexos;Total;36 Pontevedra;1 de enero de 2017;943.227,795534
Ambos sexos;Total;36 Pontevedra;1 de enero de 2016;945.188,661575
Ambos sexos;Total;36 Pontevedra;1 de enero de 2015;948.301,761832
Ambos sexos;Total;36 Pontevedra;1 de enero de 2014;950.272,884347
Ambos sexos;Total;36 Pontevedra;1 de enero de 2013;953.241,483316
Ambos sexos;Total;36 Pontevedra;1 de enero de 2012;954.921,282434
Ambos sexos;Total;36 Pontevedra;1 de enero de 2011;953.802,484488
Ambos sexos;Total;36 Pontevedra;1 de enero de 2010;951.701,488254
Ambos sexos;Total;36 Pontevedra;1 de enero de 2009;947.703,044279
Ambos sexos;Total;36 Pontevedra;1 de enero de 2008;940.726,893307
Ambos sexos;Total;36 Pontevedra;1 de enero de 2007;933.944,294240
Ambos sexos;Total;36 Pontevedra;1 de enero de 2006;927.930,599576
Ambos sexos;Total;36 Pontevedra;1 de enero de 2005;922.304,953806
Ambos sexos;Total;36 Pontevedra;1 de enero de 2004;916.515,791891
Ambos sexos;Total;36 Pontevedra;1 de enero de 2003;911.200,544666
Ambos sexos;Total;26 Rioja, La;1 de enero de 2022;315.915,635549
Ambos sexos;Total;26 Rioja, La;1 de enero de 2021;316.176,203433
